file,transcription,total_seconds
02121.mp3,nem a casa do Senhor sabe respeito. Vamos lá.,28
02270.mp3,Os contratos subscritos não se tornarão indefinidos.,17
02334.mp3,"Pinta, pintar a macaca, pioiento, pipoca, pirandelo, fininho, pirar, pirituba, pisante.",20
02462.mp3,Dentro da unidade há grande contraste interno devido a heterogeneidade dos elementos.,19
02845.mp3,"Durante a exposição, o tribunal pode fazer quaisquer perguntas ou esclarecimentos que considere apropriado.",25
02888.mp3,"Evitem aprovar sentências de cunho sexista, partidário, intolerante ou com erros gramaticais e ortográficos.",20
02964.mp3,A Valencia Language Academy poderá verificar a qualquer momento os dados declarados pelos candidatos.,18
03078.mp3,O objetivo dessa ordem é regular a estrutura dos programas didáticos na educação básica.,19
03382.mp3,"Se as cópias fornecidas não corresponderem, elas não serão consideradas.",24
03383.mp3,"as funções de conselho, supervisão e correção que os estatutos reservam à sua autoridade.",20
03469.mp3,"chuveiro, toalha, torneira, pia, puxa e sabonete.",32
03489.mp3,os orientaremos sob maternidade e paternidade.,21
03570.mp3,Eles são como pardais que enchem os espaços e gostam das flores da terra.,18
03622.mp3,Uma mulher vestindo uma jaqueta preta está andando na calçada.,22
03639.mp3,"Educação física, biologia, medicina, psicologia, direito, ciências sociais e estatística.",20
03704.mp3,"Atividades que promovem pesquisa, conservação e disseminação do patrimônio etnológico da Catalunha.",22
03718.mp3,dê a esta série atual uma classificação de 1.,32
03735.mp3,"Se você a tivesse visto três dias antes, teria sido infectada também.",19
03745.mp3,"viver juntos, significa viver juntos, compartilhar objetivos, ter um bom relacionamento.",19
03902.mp3,Atribuir aos centros listados no anexo ou aos auxílios econômicos que são indicados.,19
04117.mp3,A água que coleta as partes externas também é derramada no solo adjacente.,19
04154.mp3,boletim de instalação elétrica com validade anual da parada ou atração se aplicável.,21
04162.mp3,ou ver necessidade de realização de diligência ou de complementação da instrução.,18
04243.mp3,"integral, interpolação, consecutivo, sucessão, intersecção, conjuntos, propriedades, intervalo, inverso.",21
04319.mp3,Juatuba!,16
04596.mp3,"O documento ambiental apresenta duas alternativas, a escolhida e a alternativa zero.",19
04674.mp3,"Logo, porém, o círculo de novas ideias é mais ou menos goteado.",28
04684.mp3,ele fez tanto ghostwriting que ele começou a se sentir como fantasma também,19
04757.mp3,"Portanto, uma forte política linguística seria aceitável para a maioria da população.",39
05217.mp3,"Em qualquer caso, a junta na Assembleia, por unanimidade, pode determinar outro critério.",23
05299.mp3,Inicialize mais rápido.,21
05384.mp3,"que é completamente inalterada e impessoal, é o fóssil.",19
05641.mp3,"Antes de São Martim vi pão e vinho, depois do verão, fome e frio.",17
05722.mp3,Galáico. Português. Bética. Flexiva. Reconquisto. Ilhas das flores. Lácio. Soneto. Pluralismo.,27
05788.mp3,"permutações, perpendicular, perpendiculares, interceptam, peso, perímetro, área, volume, pictograma, pirâmide.",21
05855.mp3,a Soft Catalá contribui para a tradução em catalão de materiais no site da campanha.,19
05879.mp3,"pó de anjo, valetes de maçã, bars, penes, brócolos, bolos, turquia fria, calão, gutter,",27
05880.mp3,"Essonha, pictograma, entropia, quialantes, microfiltração, biodegradação, herbicidase, extremófilos.",21
06198.mp3,Caçada. Fundamentado. Agiçada. Taxa. Contribuição. Teste de Vestação. Simultânea. Sucessivamente. Patrocina.,22
06201.mp3,"hepatite, cédulas, aquosa fiat disponibilidade, zumbido, destação, baque, média vida, cardiotócicos.",24
06257.mp3,Todo brasileiro em situação de vulnerabilidade social terá direito a uma renda básica familiar.,19
06344.mp3,O ponto é que dura no tempo.,17
06502.mp3,"Portanto, é necessário estabelecer medidas corretivas que permitam mitigar esse possível impacto.",23
06698.mp3,qualquer outro que fosse legalmente possível e que não tivesse um caráter comum.,23
07009.mp3,"Da mesma forma, uma patente pode impedir que concorrentes desenvolva produtos similares.",24
07499.mp3,"reconhece as disfunções comportamentais, analisando os princípios básicos da psicologia geral.",27
07692.mp3,"Ele geralmente recebe visitas de intérpretes, diretores e produtores de renome internacional.",18
07702.mp3,"Encefalopatia bilirubínica, endométrio, endometriose, elitrostos, escara, emássez, escarlatina, fêmur.",28
07960.mp3,A forma de prestação será competição por mérito reservada aos oficiais nacionais qualificados.,25
08254.mp3,Aceso. Todos saudam. Frescos. Piedosos. Alegres. Livres.,18
08278.mp3,"Menininha, pulos, corda, através, lote de estacionamento.",18
08606.mp3,"quadrilátero, mágico, quadrante, delimitada, quadrântese, quadricelular, quadrido, quadriénimo, quadrilátero.",23
08771.mp3,Gerencie as configurações de segurança do usuário e supervisione-o.,22
09190.mp3,"deliberação, publicação, veredito, abstenção, costumes, aplicável, observância, disclicionária,",20
09196.mp3,"agorafobia, pânico, generalizada, social, obsessivo-compulsivo, reação aguda, adaptação, dissociativa.",21
09345.mp3,"Ele trovará as furnas em Belize, Embratel, Enel, Eneva, Berest, Farmoquímica, Fiago, Forsy, Petrópolis, Severiano, Guanabara.",40
09407.mp3,"Crocodilagem, crocô, curriola, dança de rato, darmílio, pinote, vacilar, plá, picote, uma banda",21
